category,store_name,original_price,discount_percent,price,comment_count,rating,name,sold,link,
Phụ kiện Máy tính,Plata,450.000 ₫,-32%,306000,,,"Bàn Phím Mini K61 LED RGB 10 Chế Độ Rainbow Cực Đẹp, Phím Bấm Êm, Thiết Kế Nhỏ Gọn, Dùng Cho Máy Tính, Laptop,PC",,https://www.lazada.vn/products/pdp-i2590505891.html,
Thiết bị nhà bếp,Simplus Home Appliances,429.000 ₫,-28%,308880,-20,5,[New Arrival] Simplus Nồi Hấp Trứng Nồi Hấp Đa Năng 7 Chế Độ Hẹn Giờ 24 Tiếng Điều Khiển Cảm Ứng Hấp Trứng Làm Sữa Chua DZEG006,83 Đã bán,https://www.lazada.vn/products/pdp-i2885507151.html,
Điện,VOKTTA Official Store,447.150 ₫,-33%,299590,-6,5,"Vôn Kế Đa Chức Năng Tester, Đồng Hồ Đo Dòng Điện Áp Bộ Kiểm Tra USB Dung Lượng Sạc Dự Phòng",9 Đã bán,https://www.lazada.vn/products/pdp-i1304015637.html,
Phụ kiện Máy tính,MijiaPlay,413.846 ₫,-35%,268999,-1,5,Bàn phím không dây acer Bluetooth có thể sạc lại Đèn nền RGB Chơi game văn phòng Bàn phím có dây cho máy tính để bàn Máy tính xách tay,,https://www.lazada.vn/products/pdp-i3070366180.html,
Điện,Smart Sensor,977.000 ₫,-9%,889070,,,"Smart Sensor Đồng Hồ Vạn Năng Kỹ Thuật Số HABOTEST HT118E Đồng Hồ Đa Năng Phạm Vi Tự Động 20,000 Số Đếm True RMS Đo Điện Áp AC/DC & Điện Trở Dòng Điện Điện Tần Số Nhiệt Độ Liên Tục Nhiệm Vụ Tối Đa/PHÚT Đo Trực Tiếp & Diode Kiểm Tra NCV",,https://www.lazada.vn/products/pdp-i2174929562.html,
Phụ kiện Máy tính,Tech7,,,,-13,4.6,Bàn phím không dây mini W201S - đa kết nối bluetooth 5.0 + 3.0 + Usb wireless 2.4G,36 Đã bán,https://www.lazada.vn/products/pdp-i1913872027.html,
Phụ kiện Máy tính,Razer digital,10.704.000 ₫,-32%,7278720,-233,4.9,Razer | Chuột Chơi Game Không Dây,,https://www.lazada.vn/products/pdp-i3204607819.html,
Phụ kiện Máy tính,Sky Blue shop,423.225 ₫,-33%,283560,-1,5,"Bàn phím cơ DY-M303 có dây kết nối bluetooth, có hệ thống đèn led bắt mắt, chơi game làm việc siêu tiện lợi.",5 Đã bán,https://www.lazada.vn/products/pdp-i2686005714.html,
Nhà thông minh,Điện Tử Nhật Minh,650.000 ₫,-23%,500500,-256,4.9,"Công Tắc Cửa Cuốn Thông Minh Tuya, Công Tắc Điều Khiển Cửa Cuốn Wifi SmartLife Qua App Tuya, Điều Khiển Mở Cửa Cuốn Từ Xa Qua App, Ra Lệnh Giọng Nói",1.3K Đã bán,https://www.lazada.vn/products/pdp-i358248477.html,
Phụ kiện Máy tính,GOES TiME,864.000 ₫,-61%,336960,-28,4.8,GOES TiME | Chuột Bluetooth Văn Phòng Hình Gấu Dâu Sạc Lại Được,,https://www.lazada.vn/products/pdp-i3198461791.html,
Phụ kiện điện thoại & máy tính bảng,Baseus OfficialMall,1.159.000 ₫,-56%,509960,-19,5,Pin sạc dự phòng Baseus Lipow 20000mAh 15W / 22.5W 2 cổng USB-A và 1 cổng Type-C,50 Đã bán,https://www.lazada.vn/products/pdp-i2894678789.html,
Nhà thông minh,Hunonic Miền Nam Store,510.000 ₫,-18%,418200,-126,5,"Công tắc cảm ứng Hunonic Datic 1-2-3-4 nút kết nối Wifi điều khiển mọi thiết bị từ xa qua điện thoại, Bảo hành 12 tháng.",467 Đã bán,https://www.lazada.vn/products/pdp-i2589262226.html,
Điện,Aeneas Shop,,,,-1,5,"Đồng hồ đo điện,đồng hồ vạn năng đo Volt, ampe, điện trở và linh kiện điện tử cơ bản -AENEA",,https://www.lazada.vn/products/pdp-i2826876455.html,
Điện,,214.000 ₫,-37%,134820,,,Ổ Cắm Điện Đa Chức Năng Có Dây Dài USB Nhiều Lỗ Dùng Cho Ký Túc Xá Sinh Viên Và Gia Đình Ổ Cắm Điện Đa Năng PP/PC Chống Sét,36 Đã bán,https://www.lazada.vn/products/pdp-i2997555103.html,
Phụ kiện Máy tính,TCKB,1.990.000 ₫,-35%,1293500,,,"Bàn phím cơ không dây Monka K100 Full size | 3 mode, RGB, Hotswap, Gasket mount, Núm xoay",,https://www.lazada.vn/products/pdp-i3085570261.html,
Điện,Enrich garden shop,55.000 ₫,-9%,50050,,,( Hỏa Tốc HCM ) Ổ Điện Thông Minh Chữ T Kèm Đèn Ngủ Và Sạc USB,,https://www.lazada.vn/products/pdp-i2344751569.html,
Điện thoại bàn,Xuyn.offiicial,,,,-1,5,"Điện thoại gập Philips E6515 - 4G, pin lâu, sạc typeC, sang trọng 2 màn hình",9 Đã bán,https://www.lazada.vn/products/pdp-i3021060067.html,
Thiết bị nhà bếp,JENNIFEROOM Vietnam,3.120.000 ₫,-45%,1716000,-5,4.6,"JRK-OT1201 - Lò nướng điện Jenniferoom 220 V~, 50 Hz, 1000 W, 12 L",16 Đã bán,https://www.lazada.vn/products/pdp-i3160640906.html,
Điện,,,,,,,Tổng Đài Điện Đa Năng Dài USB Nhiều Lỗ Thiết Kế Sáng Tạo Cho Gia Đình Ký Túc Xá Nhà Máy Điện Phụ Kiện Điện Tử,6 Đã bán,https://www.lazada.vn/products/pdp-i2997334619.html,
Phụ kiện điện thoại & máy tính bảng,Pisen Official Store 1618388268,1.380.000 ₫,-54%,634800,-71,4.9,"Pin sạc dự phòng chân cắm PISEN Quick High Power Box kèm cáp sạc C/L, sạc nhanh công suất 22.5w, 20000mAh, TS-D313 - Hàng chính hãng, BH 24 tháng",203 Đã bán,https://www.lazada.vn/products/pdp-i2395426282.html,
"Thiết bị sưởi, làm lạnh và thông gió",goojodoqstore.vn,120.000 ₫,-35%,78000,-238,4.9,"quạt mini sạc điện GOOJODOQ quạt cầm tay mini tích điện sạc USB,tiện lợi, quạt usb,Thích hợp cho công việc và trường học",946 Đã bán,https://www.lazada.vn/products/pdp-i2597937297.html,
Phụ kiện điện thoại & máy tính bảng,PARHJg.Selection,44.700 ₫,-62%,16986,-8787,4.8,Kính Lúp Màn Hình Điện Thoại 3D HD – Biến Màn Hình Nhỏ Thành Rạp Phim Di Động,25.1K Đã bán,https://www.lazada.vn/products/pdp-i2518113815.html,
Phụ kiện điện thoại & máy tính bảng,GUTEK,240.000 ₫,-47%,127200,-110,4.8,Sạc dự phòng 20000mah 10000mah sạc nhanh pin dung lượng lớn có dây sạc cho điện thoại - Gutek YM833,300 Đã bán,https://www.lazada.vn/products/pdp-i2945755163.html,
Phụ kiện điện thoại & máy tính bảng,Lacepulse Store,64.000 ₫,-14%,55040,-1,5,Lacepulse 丨 20000mAh gạo đen điện siêu mỏng xách tay điện nguồn trung tính Quà Tặng đóng gói phổ sạc nhanh đầu ra USB kép cho Android /IP,9 Đã bán,https://www.lazada.vn/products/pdp-i3112997882.html,
Phụ kiện điện thoại & máy tính bảng,CHANG TAN,60.000 ₫,-70%,18000,-17,4.6,"SẠC GIÁ RẺ MẶT GƯƠNG LCD 30000MAH, HỖ TRỢ SẠC NHANH KÈM CÁP SẠC NGẮN",30 Đã bán,https://www.lazada.vn/products/pdp-i3162831752.html,
Smartphones,LeNgan _Store,,,,-139,4.7,"[SALE- RẺ HỦY DIỆT ] Điện thoại giá rẻ Samsung Galaxy A71 2sim ram 8G/128G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp -CMSS",191 Đã bán,https://www.lazada.vn/products/pdp-i2890491278.html,
Smartphones,LPK_dienthoaigiare,339.000 ₫,-12%,298320,-41,4.4,dienthoaigiare J2prime_g532  hõ trợ thẻ nhớ  zalo facebok tiktok ... nghe gọi vào mạng tải app ok,106 Đã bán,https://www.lazada.vn/products/pdp-i2411881944.html,
Phụ kiện điện thoại & máy tính bảng,ELLYN.E SHOP,180.000 ₫,-56%,79200,-47,4.5,[BẢO HÀNH 1 ĐỔI 1] - PIN DỰ PHÒNG LCD MẶT GƯƠNG DUNG LƯỢNG 30000MAH - SẠC DỰ PHÒNG CÓ ĐÈN LED HIỂN THỊ DUNG LƯỢNG PIN - HỖ TRỢ SẠC NHANH,58 Đã bán,https://www.lazada.vn/products/pdp-i3045249004.html,
Phụ kiện điện thoại & máy tính bảng,vneIcRnO.Selection,60.500 ₫,-23%,46585,-27,4.3,"Pin Sạc Dự Phòng Aimier Mini – Sạc Nhanh PD, Màn Hình LCD Hiển Thị, Nhỏ Gọn Dễ Mang Theo – Tương Thích Nhiều Cổng Sạc",2.3K Đã bán,https://www.lazada.vn/products/pdp-i3140914720.html,
Điện,home smart 89,200.000 ₫,-28%,144000,-73,4.9,"Đồng hồ đo công suất tiêu thụ điện thiết bị 220V, ổ cắm đo công suất",309 Đã bán,https://www.lazada.vn/products/pdp-i1241286325.html,
Phụ kiện điện thoại & máy tính bảng,OKILA MALL,463.000 ₫,-49%,236130,-143,4.8,"(HCM) Sạc Dự Phòng Xiaomi 10000mAh gen3 Cầm cực nặng tay chắc chắn Sạc nhanh 2 chiều cổng Type-C- Thiết Kế Tinh Tế, vỏ kim loại sang trọng, Cổng sạc vào Micro USB & USB-C, chuẩn QC3.0 - Nhỏ Gọn - Bền Bỉ Tiện Lợi  - OKILA MaLL",343 Đã bán,https://www.lazada.vn/products/pdp-i2184267064.html,
Điện,lenguyenshop1,,,,,,Usb Mini Đo Dòng Điện Và Điện Áp Kỹ Thuật Số,,https://www.lazada.vn/products/pdp-i3034424154.html,
Điện,salevn.vn,,,,,,Ổ Điện Thông Minh Chữ T Kèm Đèn Ngủ Và Sạc USB,,https://www.lazada.vn/products/pdp-i2351554096.html,
Phụ kiện Máy tính,BẢO HÂN TREASURES COMPUTER,550.000 ₫,-31%,379500,,,"Bàn phím số không dây Newmen TK-028 (LED, Bluetooth ) - Hàng chính hãng",,https://www.lazada.vn/products/pdp-i2236015177.html,
Phụ kiện Máy tính,EWEADN,435.000 ₫,-12%,382800,-251,4.9,"EWEADN | Chuột không dây Bluetooth tai thỏ siêu dễ thương, 2 chế độ (Bluetooth/2.4G), Silent Click (gõ êm), Pin sạc, Thiết kế công thái học, dành cho Nữ, Laptop và Văn phòng",,https://www.lazada.vn/products/pdp-i3193687255.html,
Phụ kiện điện thoại & máy tính bảng,Pisen Official Store 1618388268,1.045.000 ₫,-51%,512050,-26,4.7,"Sạc dự phòng PISEN QUICK POWERMag 20W 10000mAh (Type-C) . model: TP-D112 - Tương thích đặc biệt từ iphone 12 trở lên, sạc nhanh, công suất 20W, an toàn, chứng nhận CCC ( 3C ) , mang lên máy bay, tàu. Bảo hành 24 tháng - Hàn",63 Đã bán,https://www.lazada.vn/products/pdp-i2208933276.html,
Phụ kiện Máy tính,Plata,1.700.000 ₫,-24%,1292000,,,"Bàn phím cơ gaming bluetooth M87 LED RGB bàn phím cơ không dây có Hotswap, White Switch, 3 Chế Độ Kết Nối tương thích với hệ điều hành MAC, Windows, và Android",,https://www.lazada.vn/products/pdp-i2586762781.html,
Phụ kiện điện thoại & máy tính bảng,Anker Official Store,990.000 ₫,-17%,821700,-36,5,"sạc dự phòng Anker Zolo 10,000mAh Power Bank 10K - 30W, Built-In USB-C and Lightning Cable, Compatible with MacBook, iPhone 17/16/15 /14 Series, Samsung",102 Đã bán,https://www.lazada.vn/products/pdp-i3148965542.html,
Phụ kiện Máy tính,XSmart Store,1.800.000 ₫,-34%,1188000,,,"Bàn Phím Cơ Bluetooth Không Dây X85 Có Màn Hình Led RGB Mạch Xuôi, Hotswap 5 Pin, 3 Mode Kết Nối, Phím PBT Cao Cấp",,https://www.lazada.vn/products/pdp-i2616413767.html,
Smartphones,OPPO Official Store,,,,-85,5,[Sale 25.10] Điện Thoại OPPO A3 (8GB/128GB) - Hàng chính hãng,206 Đã bán,https://www.lazada.vn/products/pdp-i3210658076.html,
Phụ kiện điện thoại & máy tính bảng,Baseus OfficialMall,999.000 ₫,-49%,509490,-55,4.8,"Baseus Lipow Sạc dự phòng Cáp képvới màn hình kỹ thuật số 20000mAh 22,5W",175 Đã bán,https://www.lazada.vn/products/pdp-i3040313742.html,
Thiết bị theo dõi GPS & Phụ kiện,HOCO Official Store,470.000 ₫,-37%,296100,-7,5,"Thiết bị định vị thông minh Hoco E91, thiết kế nhỏ gọn , tiện lợi, tìm kiếm định vị nhanh chóng",18 Đã bán,https://www.lazada.vn/products/pdp-i2641302510.html,
Nhà thông minh,TP-Link,399.000 ₫,-40%,239400,-386,5,Ổ Cắm Thông Minh TP-Link Tapo P100 / P110M Kết Nối Wifi Điều Khiển Từ Xa- Hãng phân phối chính thức,2.1K Đã bán,https://www.lazada.vn/products/pdp-i668298200.html,
Thiết bị nhà bếp,FujiHome Chính Hãng,2.590.000 ₫,-28%,1864800,-111,4.8,"Cây nước nóng lạnh nhập khẩu FUJIHOME WD2002E làm lạnh điện tử, làm nóng nhanh, có ngăn để cốc chén, tiết kiệm điện năng, bảo hành điện tử toàn quốc 12 tháng",422 Đã bán,https://www.lazada.vn/products/pdp-i2377573438.html,
Nhà thông minh,AKIA Smarthome,1.790.000 ₫,-34%,1181400,-9,4.9,"Aqara Hub M2 bản Quốc Tế - Bộ điều khiển trung tâm Zigbee 3.0, tích hợp Loa và Điều khiển hồng ngoại, tương thích Apple HomeKit",62 Đã bán,https://www.lazada.vn/products/pdp-i1235460874.html,
Phụ kiện điện thoại & máy tính bảng,Pisen Official Store 1618388268,1.543.000 ₫,-45%,848650,-78,4.9,"Sạc dự phòng có chân cắm, sạc nhanh , Điện bá đạo PISEN QUICK - High Power Box sạc Laptop,  iPhone, samsung, Android, 87W 22.5W 20W  sạc an toàn, bảo vệ máy, chống chai pin Global - Chính hãng, có bảo hiểm 46 Tỷ",159 Đã bán,https://www.lazada.vn/products/pdp-i2624156019.html,
Điện,,414.000 ₫,-43%,235980,,,"Bảng Cắm Ổ Cắm Đa Chức Năng Có USB Cho Đèn Bàn, Phòng Học Sinh, Nhà Ở, Cắm Nhiều Lỗ, Cắm Điện, Cắm Điện, Cắm Điện",12 Đã bán,https://www.lazada.vn/products/pdp-i2997306753.html,
Nhà thông minh,Điện Tử Nhật Minh,750.000 ₫,-40%,450000,-80,4.9,"BH 6 tháng-Ổ Cắm Thông Minh Wifi Tuya Smart Life 4 Cổng 4 USB Điều Khiển Từ Xa Hẹn Giờ Tiện Lợi Qua Phần Mềm, Ổ Cắm Hẹn Giờ Điều Khiển Từ Xa, Ổ Cắm Điện Thông Minh Tuya Smart 10A",279 Đã bán,https://www.lazada.vn/products/pdp-i1259219749.html,
Thiết bị nhà bếp,Lebenlang Store,669.000 ₫,-30%,468300,-813,4.9,"Ấm đun siêu tốc bằng thủy tinh LEBENLANG LBE2819 của Đức gồm lõi pha trà, đèn LED báo hiệu - hàng chính hãng",1.9K Đã bán,https://www.lazada.vn/products/pdp-i1314901202.html,
Phụ kiện Máy tính,BOSSGEAR,1.100.000 ₫,-10%,990000,,,"Bàn phím cơ Xinmeng M87 Lite, Không dây 3 modes, LED RGB, Mạch Xuôi, Hotswap 5 chân, Full Mod.",,https://www.lazada.vn/products/pdp-i2555825256.html,
Phụ kiện Máy tính,Sidotech Official,1.599.000 ₫,-26%,1183260,-39,4.9,Bàn phím cơ gaming không dây SIDOTECH Y95 bluetooth 3 mode 95 phím có màn hình núm xoay hotswap mạch xuôi led RGB chơi game làm việc có gaket mount pin 8000mAh switch riêng đã lube - Hàng chính hãng,106 Đã bán,https://www.lazada.vn/products/pdp-i2627031774.html,
Điện,Điện thông minh & Đèn Led Kawasan,260.000 ₫,-7%,241800,-2,5,ĐỒNG HỒ ĐO ĐIỆN NĂNG 1 PHA ĐỒNG HỒ CƠ ĐO ĐIỆN NĂNG– Model: APM10,5 Đã bán,https://www.lazada.vn/products/pdp-i3080017341.html,
Thiết bị đeo thông minh,Hoàng Hà Mobile,1.590.000 ₫,-27%,1160700,-2,5,Đồng hồ thông minh MyKID 4G LITE - Chính hãng (Dùng cho sim Viettel),6 Đã bán,https://www.lazada.vn/products/pdp-i2662576937.html,
Phụ kiện điện thoại & máy tính bảng,Rocoren Official Store,1.331.667 ₫,-49%,679150,-52,4.8,Rocoren Pin sạc dự phòng 50000mAh 67.5W/22.5W Power bank | Cổng sạc nhanh USB-C | 6 cổng | Màn hình kỹ thuật số,124 Đã bán,https://www.lazada.vn/products/pdp-i2608003626.html,
Điện,GlobalSuperBazaar,286.000 ₫,-23%,220220,,,"Ampe Kế Kỹ Thuật Số DC Có Độ Chính Xác Cao 0,56 Inch 0-33V 3 Dây 5 Chữ Số Hiển Thị Vôn Kế Để Đo Điện DIY",,https://www.lazada.vn/products/pdp-i3173618048.html,
Điện thoại cơ bản,Hoàng Hà Mobile,810.000 ₫,-40%,486000,-27,4.9,"Điện thoại Viettel T2 4G 2,4"" - Chính hãng (lỗi 1 đổi 1 trong 100 ngày) (Dùng cho mọi nhà mạng)",91 Đã bán,https://www.lazada.vn/products/pdp-i2678176152.html,
Smartphones,Xiaomi Official Store,2.990.000 ₫,-7%,2780700,-38,5,"Điện thoại REDMI A3 (3+64G | 4+128G) |Màn hình 6,71"" 90Hz | Pin 5000mAh (thông thường) dung lượng lớn | Mở khóa bằng khuôn mặt và vân tay bảo mật*",169 Đã bán,https://www.lazada.vn/products/pdp-i3014375349.html,
"Thiết bị sưởi, làm lạnh và thông gió",goojodoqstore.vn,600.000 ₫,-42%,348000,-325,4.9,"Quạt để bàn GOOJODOQ 2025 Quạt tốc độ cao để bàn- Im lặng turbo gió 100 tốc độ ,Màn hình kỹ thuật số LED ,Có thể treo tường ,Đèn chiếu sáng RGB",899 Đã bán,https://www.lazada.vn/products/pdp-i3061715223.html,
Điện,TBC New Store 687,310.000 ₫,-35%,201500,,,"Ổ Cắm Điện Đa Năng Bằng Đồng Toàn Bộ Có Dây Chống Quá Tải, Ổ Cắm USB, Công Tắc Độc Lập, Nhiều Lỗ, Ống Dẫn Điện, Sử Dụng Tại Nhà",84 Đã bán,https://www.lazada.vn/products/pdp-i2962497594.html,
Phụ kiện điện thoại & máy tính bảng,Vention Franchised Store,955.000 ₫,-61%,372450,-5,5,Vention 20000mAh Sạc Dự Phòng 22.5W - Dây Type-C & Lightning Liền - Màn Số Hiển Thị Pin - Sạc 3 Thiết Bị Cùng Lúc - Đủ Tiêu Chuẩn Lên Máy Bay (74Wh) - Hàng Chính Hãng,17 Đã bán,https://www.lazada.vn/products/pdp-i2842313312.html,
Phụ kiện Máy tính,vintagelifestyle,3.990.000 ₫,-18%,3271800,-10,4.2,"Bàn phím cơ không dây Lofree Flow chính hãng 84 phím, kết nối bluetooth và dây, Kailh switch, LED trắng và RGB",30 Đã bán,https://www.lazada.vn/products/pdp-i2393803852.html,
Dụng cụ đo lường,kettra,300.000 ₫,-38%,186000,-15,4.7,"Máy cân bằng laser 12 Tia,máy bắn cốt laser xanh lá,Bóng Led Siêu Sáng , tự động san bằng mức Laser có sẵn ngoài trời",77 Đã bán,https://www.lazada.vn/products/pdp-i3155334384.html,
Điện,BẢO HỘ LAO ĐỘNG XSAFE,416.000 ₫,-20%,332800,-33,4.9,[HỎA TỐC] Đồng hồ đo điện vạn năng TOTAL màn hình LCD có đèn nền ban đêm đo dòng điện điện áp điện trở thông mạch,156 Đã bán,https://www.lazada.vn/products/pdp-i1969634911.html,
Điện,EChipTECmall,529.500 ₫,-34%,349470,-20,4.9,D69-2058 Vôn Kế Đồng Hồ Đo Tần Số Năng Lượng Điện KWH Hoạt Động Hệ Số Công Suất Hiện Tại Đồng Hồ Vạn Năng Kỹ Thuật Số CT Ampe Vôn Kế LCD Kỹ Thuật Số,104 Đã bán,https://www.lazada.vn/products/pdp-i797854735.html,
Đồ chơi cho trẻ sơ sinh & trẻ nhỏ,,768.000 ₫,-49%,391680,,,Bộ Đồ Dùng Học Tập Điện Tử Cho Trẻ Em Bộ Quà Tặng Sinh Nhật Cho Bé Trai Và Bé Gái Hộp Quà Tặng Đồ Dùng Văn Phòng Phẩm Chất Lượng Cao,18 Đã bán,https://www.lazada.vn/products/pdp-i3012731918.html,
Nhà thông minh,Điện thông minh & Đèn Led Kawasan,383.400 ₫,-28%,276048,-2,5,Ổ cắm điều khiển từ xa 500W C01-RM2A,9 Đã bán,https://www.lazada.vn/products/pdp-i1864106174.html,
Phụ kiện Máy tính,Vinetteam Store,1.890.000 ₫,-39%,1152900,-5,5,"Bàn phím cơ gaming bluetooth M87 LED RGB có Hotswap, White Switch, 3 Chế Độ Kết Nối tương thích với hệ điều hành MAC, Windows, và Android",14 Đã bán,https://www.lazada.vn/products/pdp-i2612031386.html,
Điện,Điện thông minh & Đèn Led Kawasan,280.000 ₫,-8%,257600,,,ĐỒNG HỒ ĐO ĐIỆN NĂNG 1 PHA KỸ THUẬT SỐ – Model: DPM10,,https://www.lazada.vn/products/pdp-i3079931801.html,
Phụ kiện điện thoại & máy tính bảng,Rocoren Official Store,498.333 ₫,-41%,294016,-1631,5,Rocoren Power Bank Original Portable Powerbank 30000mah/20000mAh/10000mAh PD 22.5W Fast Charging with Led Display,3.7K Đã bán,https://www.lazada.vn/products/pdp-i2565936871.html,
quà tặng & Gói quà,mingzhuo stationery,381.000 ₫,-25%,285750,-2,4.5,NUOXUNDE | Bộ Dụng Cụ Văn Phòng Điện Tử Cho Bé Gái và Quà Tặng Học Sinh Tiểu Học,,https://www.lazada.vn/products/pdp-i3217586162.html,
Smartphones,Xiaomi Store1,5.990.000 ₫,-28%,4312800,-16,4.7,Điện Thoại Xiaomi Redmi Note 14 8/256Gb Quốc Tế Nguyên Seal - Chính Hãng Bảo hành 24 Tháng,147 Đã bán,https://www.lazada.vn/products/pdp-i2974336998.html,
Phụ kiện Máy tính,Phụ Kiện Công Nghệ_85,577.500 ₫,-33%,386925,-1,5,"Bàn Phím Cơ 1 tay ZIYOULANG K5 39 Phím Blue Switch RGB Chơi Game Pubg Mobile, Rules, Free Fire",8 Đã bán,https://www.lazada.vn/products/pdp-i1669476488.html,
Nhà thông minh,Nhà thông minh - Vishome,1.750.000 ₫,-23%,1347500,,,Bộ Điều Khiển Trung Tâm Aqara Hub M2 HM2G01 Zigbee Bản Quốc Tế,,https://www.lazada.vn/products/pdp-i2647504173.html,
Smartphones,Hoàng Hà Mobile,3.590.000 ₫,-30%,2513000,-31,5,(Mua kèm phụ kiện giảm thêm 30k) Điện thoại HTC Wildfire E5 Plus (6+6GB/128GB) - Chính hãng,60 Đã bán,https://www.lazada.vn/products/pdp-i2409487787.html,
Phụ kiện Máy tính,MKSHOP,,,,,,"Bàn Phím Cơ Attack Shark K86 RGB, 3 Modes , Có màn Hình, Núm Vặn, Hotswap 5 pin",,https://www.lazada.vn/products/pdp-i2594860090.html,
Phụ kiện Máy tính,goojodoqstore.vn,300.000 ₫,-37%,189000,-1,5,Chuột không dây GOOJODOQ kết nối Bluetooth chế độ kép DPI1200/1800/2400/3600 chống nhiễu IPS tương thích rộng,,https://www.lazada.vn/products/pdp-i3215407157.html,
quà tặng & Gói quà,chicbus,530.000 ₫,-15%,450500,,,LIXIAOMENG | Đồ Điện Tử Sáng Tạo Thực Tế cho Nam Sử Dụng Văn Phòng,,https://www.lazada.vn/products/pdp-i3219689690.html,
